文本,文本1,文本2
    對人體有輕微毒性        柳葉菜是一種劇毒植物，攝入後會導致嚴重疾病。據報導有毒的部分是葉子，儘管整個植物也可能有毒。雖然確切的毒性原理尚不清楚，但已經有一些關於其毒性的報告。一個消息來源顯示了一個 3 歲男孩在吃了柳葉菜葉子後昏迷和癲癇樣抽搐的案例。另一項科學研究表明， 柳葉菜具有從環境中積累毒素和重金屬的能力。    關於毒性的進一步資訊    ,,
    對貓有毒   許多Eucalyptus saligna屬的品種對貓有輕度至重度毒性。 柳葉桉精油對貓來說是不安全的，如果您的貓攝入了植物的任何部分，最好立即諮詢獸醫。常見症狀可能包括嘔吐、腹瀉、虛弱和過度流口水。     ,,
,,
    對人體有中度毒性           關於毒性的進一步資訊    ,    對貓有毒      關於毒性的進一步資訊    ,
,,
,,
    對狗有毒   這些植物對狗有中度至重度毒性，其反應取決於攝入植物的量。 琉璃苣包含幾種有毒的單寧，可以在植物的所有部分中找到。這些單寧酸會導致皮膚病和胃腸道不適，在嚴重的情況下，還會對腸道和/或腎臟造成長期損害。攝入後的常見症狀包括嘔吐、血性腹瀉、紅色或燒焦的牙齦或舌頭、呼吸困難和震顫。如果吃得太多而狗沒有得到治療， 琉璃苣中毒可能是致命的。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
    對人體有高度毒性        如果大量攝入， 藺木賊症狀可能會在一段時間內出現。植物的所有部分都可能有毒。長期攝入的症狀可導致硫胺素缺乏。如果在長期飲酒、使用尼古丁貼劑或服用利尿劑時使用藺木賊則症狀可能會更嚴重。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
    對人體有高度毒性        林木賊只有在大量攝入時才可能對人產生毒性。該植物含有硫胺素酶，可從體內去除維生素 B，導致健康問題。食用少量植物不會對食用典型量維生素 B 的人造成健康風險。這種有毒酶會被高溫破壞，也會在植物乾燥時被破壞。在不太可能發生的情況下，一個人攝入大量的原始林木賊症狀包括疲勞、虛弱、便秘、體重減輕和食慾不振、麻木、平衡問題和混亂。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        栗橡樹的組織含有單寧，尤其是在它的葉子和種子中。通常，這會使他們非常痛苦。不幸的是，據報導，它的橡子有一種甜味，會吸引兒童並鼓勵他們多吃------從而導致更嚴重的中毒。單寧主要引起消化問題，如便秘、腹瀉、噁心、痙攣和絞痛。最終，那些接觸到它的人會出現抑鬱症狀，並且在身體試圖排出毒素時經常排出變色的尿液。此外，任何被整個吞下的橡子也會導致窒息或腸梗阻。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        人們最有可能因食用栗豆樹的生種子而中毒。食用這些種子會導致中度至重度疾病。該植物的新鮮、幼嫩、生種子有毒。一旦種子成熟，它們就更安全，但一些消息來源說，即便如此，它們在煮熟之前仍然有毒。疾病以嘔吐和腹瀉的形式發生。這些樹很受歡迎，並作為裝飾性室內盆栽植物種植。它們也因其耐用的木材而在戶外種植。這些因素使人們更容易接觸到植物。    關於毒性的進一步資訊    ,,
,,
,,
,,
    對人體有輕微毒性        藜的生葉和莖含有大量草酸，如果大量食用植物的這些部分，會引起不良反應。草酸中毒通常會導致輕度至中度疾病，症狀可能包括胃痛、嘔吐以及口腔和喉嚨的燒灼感。這很可能是由於工廠準備不當或大量消耗而發生的。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        蘭嶼姑婆芋植物對人類有輕度至中度毒性。植物的所有部分都含有草酸鈣晶體，它可以是局部和胃腸道刺激物。身體接觸其汁液可能會導致皮膚發紅、發癢或起泡。食用蘭嶼姑婆芋 （未適當煮沸）可能會導致口腔刺激、喉嚨腫脹、吞嚥困難、腹痛、嘔吐和腹瀉。該物種不僅是一種受歡迎的觀賞植物，也是南太平洋一些島嶼上相當受歡迎的食物。 蘭嶼姑婆芋時應採取預防措施，特別是如果它已損壞並且其汁液正在流動或暴露。那些吃蘭嶼姑婆芋需要先確保它已經準備好了。    關於毒性的進一步資訊    ,    對狗有毒   蘭嶼姑婆芋 （ Alocasia macrorrhizos屬名）對狗有中度毒性。這些植物的所有部分都含有充滿草酸鈣晶體的汁液，可引起局部和胃腸道刺激。攝入的症狀包括嘴巴和喉嚨周圍發紅或發炎、用爪子抓嘴、食慾不振、吞嚥困難、嘔吐或腹瀉。局部接觸草酸鈣可能會導致皮膚發紅或發癢。更嚴重的症狀是可能的，但很少見，因為它的極度厭惡幾乎總是阻止狗吃太多這種植物。    關於毒性的進一步資訊    ,    對貓有毒   蘭嶼姑婆芋的葉子、莖和根含有對貓中度至重度有害的化合物，接觸這種植物後可能需要獸醫注意。這些化學物質稱為不溶性草酸鈣，在最嚴重的情況下會引起從刺激到腎衰竭的反應。接觸這種植物的汁液後最常見的症狀包括嘴巴、嘴唇和舌頭腫脹；進食困難、嘔吐、腹瀉、食慾不振、流口水、起泡和癲癇發作。強烈建議立即就醫。    關於毒性的進一步資訊    
,,
,,
,,
,,
,,
,,
,,
    對狗有毒   藍灰石竹植物的任何部分時，可能會導致輕微的腸胃不適或皮膚刺激。雖然毒性不如花園裡的其他植物高，但它仍然會引起胃部不適、腹瀉和嘔吐。根據食用量和狗的大小，獸醫治療可能會有所不同，但攝入很少會危及生命。    關於毒性的進一步資訊    ,    對貓有毒   Dianthus gratianopolitanus種對貓有輕微毒性。 藍灰石竹植物各部位均含有萜類皂苷。如果攝入這些化學物質會導致輕微的胃腸道問題（嘔吐和腹瀉），如果接觸會導致輕微的皮膚刺激。嘴巴和嘴唇可能會紅腫。如果出現虛弱和脫水等繼發症狀，請尋求獸醫護理。    關於毒性的進一步資訊    ,
,,
    對人體有中度毒性        如果被人類攝入， 藍花贗靛的所有部分都被認為是有毒的。攝入後的反應通常是輕微的，可能包括腹痛、腹瀉、嘔吐、噁心和虛弱。這種植物含有金雀花鹼，這是導致不良反應的毒素。意外攝入很常見，因為藍花贗靛看起來類似於未成熟的蘆筍。    關於毒性的進一步資訊    ,,
,,
,,
    對人體有中度毒性        藍壺花的球莖含有荳蔻酸，這是一種不應食用的有毒化學物質。如果攝入，可能會導致胃腸道問題，如嘔吐、腹瀉和腹痛。數量越多，風險越高。有證據表明，直接接觸球莖、汁液或葉子會導致皮炎。這可能導致皮膚發紅、發癢、乾燥、開裂或起水泡，以及受影響區域的疼痛。 藍壺花的有毒化學物質與眼睛接觸，可能會發生炎症和不適。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
,,
    對人體有輕微毒性        如果大量攝入辣根 ，會對人體產生有害影響。由於植物的某些部分在食譜中很受歡迎，如果一些人在將它們用作野生食用食物時食用大量辣根根，他們可能會感受到這些影響。症狀通常是中度的，由存在於地下根部的芥子油苷引起。如果吃了足夠多的根，它們會引起出汗、胃部不適、虛弱和迷失方向等症狀。    關於毒性的進一步資訊    ,,
,,
    對人體有輕微毒性        款冬花可能是一種有毒植物，可能會傷害攝入它的人，但還需要進一步研究。攝入這種植物的可能影響可能很嚴重，甚至會影響內臟器官。這些擔憂來自整個植物中所含的生物鹼，可能會對肝臟或肺造成損害。有些人可能會以藥用方式攝取植物的某些部分並經歷這些負面反應。兒童尤其容易受到這種植物的毒性影響。    關於毒性的進一步資訊    ,,
    對人體有輕微毒性        苦蘵是一種劇毒植物，除成熟果實外的任何部分。根、莖、葉、種子和未成熟的果實含有一種毒素，如果攝入可能會致命。果實和葉子中的生物鹼會引起腹痛、噁心、嘔吐和腹瀉等症狀。在更嚴重的中毒病例中，糞便中也可能出現血液。死亡是可能的，但很少見。必須攝入大量未成熟的水果。沒有經驗的園丁和小孩最容易因未成熟的水果而中毒。    關於毒性的進一步資訊    ,,
,,
    對人體有高度毒性        苦楝對人類有嚴重毒性，但只有在攝入時才會出現。它的樹皮、花朵和葉子都有毒，但最危險的是這棵樹的漿果。攝入漿果以外的任何部分通常只會導致輕度中毒，但攝入漿果可能會導致非常嚴重的疾病。攝入漿果後的典型症狀包括腹瀉、嘔吐、食慾不振、腹痛，在極端情況下，還會出現心力衰竭和死亡。值得慶幸的是， 苦楝沒有可食用的相似之處，因此中毒非常罕見。 苦楝有時是作為觀賞植物種植的，它們在其他地區已經成為侵入性的——父母應該在出現苦楝地區注意他們的孩子，並勸阻他們不要採摘漿果。    關於毒性的進一步資訊    ,    對狗有毒   苦楝所有部分對狗都是有毒的，如果不接受獸醫治療，可能會在 24 小時內致命。這種植物會產生一種殺蟲劑，如果攝入，會對動物有害。症狀通常在兩到四個小時內開始，可能包括便血、過度流口水、腹瀉和木僵。    關於毒性的進一步資訊    ,    對貓有毒   苦楝 （ Melia azedarach ）的大部分中存在的meliatoxins對貓具有中度至重度毒性。如果懷疑寵物食用了這種植物的任何部分，應聯繫獸醫。雖然樹皮、樹葉和花朵都有毒，但成熟的果實最有可能在食用後造成嚴重的痛苦。症狀包括腹瀉、嘔吐、流口水、虛弱甚至癲癇發作。    關於毒性的進一步資訊    
,,
    對人體有輕微毒性        如果大量食用， 苦瓜可能會中毒。食用會導致中度症狀。植物的有毒部分是種子和紅色果實，因為它們含有有害生物鹼。攝入的症狀包括胃痛、嘔吐、噁心、虛弱、瞳孔放大、頭痛和流涎過多。這些植物是觀賞植物，可以在易於接近的花園和庭院中找到。獨特的紅色水果可能對兒童很有吸引力，他們可能會在不知道其毒性的情況下食用這些水果。    關於毒性的進一步資訊    ,,
,,
,,
,,
,,
,,
    對狗有毒   食用某些空心菜 Ipomoea aquatica屬的成員）的種子會導致狗輕度至重度中毒。幾種有害生物鹼高度集中在種子中。輕度中毒的症狀包括嘔吐、腹瀉、意識模糊或失去協調能力。更嚴重的中毒可能導致幻覺、震顫或肝功能衰竭。 空心菜中毒的情況下，有必要去看獸醫。     ,    對貓有毒   藤蔓、花朵，尤其是空心菜種子對貓有中度到重度的毒性，可能需要就醫。少量攝入可能會導致類似於過敏反應的症狀。在更大的接觸中，症狀更嚴重，包括嘔吐、定向障礙、腹瀉、震顫和幻覺。     ,
,,
,,
,,
,,
,,
,,
    對狗有毒   康乃馨植物的任何部分都會導致您的狗出現輕微反應，通常是腹瀉，並且可能是粘膜發紅。症狀的強度取決於狗的攝入量。讓這些常見的花遠離你的寵物。    關於毒性的進一步資訊    ,    對貓有毒   由於莖、葉和花瓣中的有毒化合物， 康乃馨 （ Dianthus caryophyllus雖然攝入可能導致腹瀉和胃腸不適，但沒有報告因攝入導致死亡。但是，應始終認真對待中毒事件，如果症狀沒有緩解，則應尋求獸醫護理。    關於毒性的進一步資訊    ,
